Starling ID,Headwords,Gloss,chosen_abbr,llm_second,v1_choice,v2_choice,agrees_v1,agrees_v2
PDR1461,*peḏ-,"to swell; great, abundant",MO_RI,SR_GW,EM_JG,MO_RL,,
PDR1462,*pein-,"cool, cold",SP_CD,PW_RA,TI_WI,SP_CD,,YES
PDR1463,*peṇ-,female,MK_WO,MK_FS,MK_FS,MK_FS,,
PDR1464,*pendj-[ar],name,LM_NA,LM_WR,LM_NA,LM_NA,YES,YES
PDR1465,*Per-,big,SR_XL,SR_TL,SR_SZ,SR_XL,,YES
PDR1466,*per-,a k. of bee,AN_BE,AN_IN,AN_BE,AN_BE,YES,YES
PDR1467,*pera-,husked rice,FD_FD,AV_RI,AV_RI,AV_RI,,
PDR1468,*peṟ-,curds,FD_CH,FD_MS,AN_PI,FD_SU,,
PDR1469,*pesaL-,green gram,FD_BN,FD_VE,SP_GR,SP_GR,,
PDR1470,*peṭ-,"female of animals, birds",AN_FE,MK_WO,AN_FE,AN_FE,YES,YES
PDR1471,*peṭ-,"box, chest",PA_BA,DF_FR,BP_FC,MO_CA,,
PDR1472,*Peṭ-,"to place, put",SR_PU,PA_MA,SR_PU,SR_PU,YES,YES
PDR1473,*peẓ(n)- (?),bone,BP_BN,BP_BO,BP_BN,BP_BN,YES,YES
PDR1474,*pēd-,"1 folly, ignorance; 2 poor",MT_FS,EM_AG,MT_FS,MT_FS,YES,YES
PDR1475,*pēḍ-,effeminate,EM_TC,EM_FF,MK_SX,MK_MS,,
PDR1476,*pēḏ- (*-ṟ-),"to pile up, load",MO_CA,PA_WS,TI_HH,MO_RL,,
PDR1477,*pēj-[Vn],1 god 2 fervency,RB_GD,RB_DM,RB_GD,RB_GD,YES,YES
PDR1478,*pēḷ-,to defecate,BP_ED,FD_EA,BP_ED,BP_ED,YES,YES
PDR1479,*pēn,louse,AN_IN,AN_AN,MK_GM,AN_WR,,
PDR1480,*pēṇ-,"to foster, protect",BP_BM,SO_HA,PT_PR,PT_PR,,
PDR1481,*pēnḍ-,cowdung,BP_ED,AN_LI,AN_CO,AN_CO,,
PDR1482,*pēnǯ-,to strain water,FD_CO,PA_WA,PA_BN,PA_PO,,
PDR1483,*pēS-,"filth, secretions",BP_ED,SP_BD,MT_SR,BP_SS,,
PDR1484,*pēẓ-,to fear,EM_FF,EM_AN,EM_FF,EM_FF,YES,YES
PDR1485,*pēẓ- (?),to speak,LM_ST,LM_SG,LM_ST,LM_ST,YES,YES
PDR1486,*pic-,mad; bile,MT_IM,EM_AG,EM_AG,EM_AG,,
PDR1487,*pic-,rheum of the eye,BP_EY,SP_CN,BP_EY,BP_EY,YES,YES
PDR1488,*pič-,"sticky, gummy",SP_SM,PW_MU,BP_MO,SP_WD,,
PDR1489,*pid-,to squeeze,PA_PR,PA_CU,FD_SU,PA_SR,,
PDR1490,*piḍ-,"to catch, seize",PT_SG,PT_TA,PT_SG,PT_SG,YES,YES
PDR1491,*pìḍ-,"1 back, behind 2 nape",BP_BA,SR_SD,BP_BA,BP_NK,YES,
PDR1492,*pìḍ-i,female of animal (elephant),AN_FE,AN_EL,AN_FE,AN_FE,YES,YES
PDR1493,*piḏ-,back,BP_BA,SR_SD,BP_BA,BP_BA,YES,YES
PDR1494,*piḏ-,rain,PW_RA,PW_WE,PW_RA,PW_RA,YES,YES
PDR1495,*piḏ-Vk- (?),a k. of small insect,AN_IN,AN_AN,AN_IN,AN_IN,YES,YES
PDR1496,*pig- (?),heavy,SP_HV,SR_SM,SP_HV,SP_HV,YES,YES
PDR1497,*piɣ-,"shoulder, nape of neck",BP_SD,BP_TR,BP_NK,BP_NK,,
PDR1498,*pik-,calf of leg,BP_LE,BP_FT,AN_CF,BP_LE,,YES
PDR1499,*Pil-,cat,AN_CT,AN_AN,AN_CT,AN_CT,YES,YES
PDR1500,*piḷ-,"to crack, burst",PA_BK,PA_SP,TI_HH,PA_BK,,YES
PDR1501,*piḷ-,young girl,MK_GI,MK_CH,TI_YG,TI_YG,,
PDR1502,*piḷ-,to call; to roar,LM_SC,LM_SG,LM_CS,LM_CN,,
PDR1503,*pilpul-,butterfly,AN_IN,AN_BI,AN_BI,AN_IN,,YES
PDR1504,*pin-,"1 small, young 2 mother's younger sister, etc.",SR_SM,TI_YG,MK_BS,BP_BM,,
PDR1505,*pinc-,peacock's tail,BP_TA,AN_BI,AN_BI,BP_FE,,
PDR1506,*pinḍ-,flour,FD_MF,FD_FD,FD_MF,FD_MF,YES,YES
PDR1507,*pindj-,young fruit or berry,FD_FR,AV_PN,FD_BY,FD_FR,,YES
PDR1508,*piṇ-/*pīnḍ-,"to entwine, twist",PA_BI,PA_PL,TI_AU,PA_SO,,
PDR1509,*pir-,"to twist, turn",MO_TU,PA_BI,MO_TU,MO_TA,YES,
PDR1510,*PIr-,"skin, bark",BP_SH,AV_TR,CA_CR,PA_FS,,
PDR1511,*pir-i-,"to crack, open",SR_OP,PA_BK,TI_NW,PA_TE,,
PDR1512,*piṟ-,to tremble,BP_BB,EM_FF,MO_SH,EM_TC,,
PDR1513,*pis-,to sprinkle,PW_RA,PA_SO,FD_KD,PA_PO,,
PDR1514,*piṭ-,small bird,AN_BI,SR_SM,AN_BI,AN_BI,YES,YES
PDR1515,*piẓ-,to slip; to err,MO_SS,MT_ME,MO_SS,MO_SS,YES,YES
PDR1516,*piẓc-,sparrow,AN_BI,SR_SM,AN_BI,AN_BI,YES,YES
PDR1517,*piẓig-,"entrails, bowels",BP_BS,BP_BO,BP_ED,BP_ED,,
PDR1518,"*piẓi-k-, -l-",mango fruit,FD_FR,FD_VE,FD_FR,FD_FR,YES,YES
PDR1519,*piẓ-/*pinḍ-,"to squeeze, milk",PA_PR,FD_MV,FD_MV,FD_MV,,
PDR1520,*piẓuk-,cowdung,BP_ED,AN_LI,AN_CO,AN_CO,,
PDR1521,*pī-,excrement,BP_ED,FD_FD,BP_ED,BP_ED,YES,YES
PDR1522,*pīc-,"to squeeze, milk",PA_PR,FD_MV,FD_MV,FD_MV,,
PDR1523,*pīḏ-,"to squeeze, milk",FD_MV,PA_PR,FD_MV,FD_MV,YES,YES
PDR1524,*pīK-,to pull out,PA_DP,PA_CU,BP_SP,PA_DP,,YES
PDR1525,*pīl-,weak,BP_WE,SR_SM,BP_WE,BP_WE,YES,YES
PDR1526,*pīl-i,peacock's feather,AN_BI,BP_FE,AN_HN,BP_FE,,
PDR1527,*pīṇV́-,corpse,BP_CS,BP_DD,BP_CS,BP_CS,YES,YES
PDR1528,*pīr-,straw,AV_HY,AV_GR,FD_SP,FD_SP,,
PDR1529,*pīṟ- (*-ḏ-),to be torn,PA_TE,PA_CU,EM_TR,PA_TE,,YES
PDR1530,*pīt-,to fart,BP_FB,BP_BO,BP_FB,BP_FB,YES,YES
PDR1531,*poč-,vulva,BP_PE,BP_BO,BP_SI,BP_NV,,
PDR1532,*pod-,"to increase, swell",SR_GW,MO_RI,MO_RL,PA_SR,,
PDR1533,*poḍ-,"1 to winnow, beat 2 to fight",AV_TH,WH_FI,WH_DF,WH_FI,,
PDR1534,*pòḍ-,"1 tall, long 2 slope of hill",SR_TL,SR_LG,PW_MH,PW_MH,,
PDR1535,*poḍ-,to rise,MO_RI,AV_SS,MO_RL,MO_RI,,YES
PDR1536,*podd-,father-in-law,MK_FL,MK_ML,MK_FL,MK_FL,YES,YES
PDR1537,*pòḍ-i,"powder, dust",PW_DU,FD_MF,PW_DU,PW_DU,YES,YES
PDR1538,*pod-k-,navel,BP_NV,BP_BO,BP_NV,BP_NV,YES,YES
PDR1539,*podm-,udder,BP_UA,AN_CO,BP_UA,BP_UA,YES,YES
PDR1540,*podṟ- (?),"1 to soak, get wet 2 to swell",SP_WD,SR_GW,CA_OI,SP_WD,,YES
PDR1541,*poḍVl-,snake-gourd,FD_VE,AV_PN,AN_SK,AN_SK,,
PDR1542,*poḏ-,top; hill,SR_TO,PW_MH,PW_MH,SR_TO,,YES
PDR1543,*poḏ-,lungs,BP_HR,BP_BO,BP_CO,BP_CO,,
PDR1544,*pog-,"to burn, grieve",PW_BU,EM_GS,PW_BU,EM_CW,YES,
PDR1545,*pog-,to enter,MO_EN,MO_GO,MO_EN,MO_EN,YES,YES
PDR1546,*pog-aẓ-,"to praise; renown, praise",EM_PR,EM_GL,EM_PR,EM_PR,YES,YES
PDR1547,*pogVn-,green pigeon,AN_BI,AN_AN,AN_BI,AN_BI,YES,YES
PDR1548,*poɣ-,smoke,PW_SM,PW_MI,PW_SM,PW_SM,YES,YES
PDR1549,*poj-,"to spill, flow",MO_FL,PW_RA,MO_FL,PA_PO,YES,
PDR1550,*pok-,"blister, bubble, boil",BP_SW,MO_BO,FD_BO,FD_BO,,
PDR1551,*pok-,to speak; to cry,LM_ST,LM_SY,EM_CW,LM_ST,,YES
PDR1552,*PoK-,hole,SR_HL,SR_HW,SR_HL,SR_HL,YES,YES
PDR1553,*pòl-,"field, rice-field",AV_FC,AV_GA,AV_RI,AV_RI,,
PDR1554,*pol-,to perish; to be weakened,BP_DD,BP_LL,EM_DG,MO_GA,,
PDR1555,*pol-,"to lament, grieve; speech, sound",EM_CW,EM_GS,EM_GR,EM_GR,,
PDR1556,*poḷ-,husk; chaff,AV_CH,,AN_AD,BP_ED,,
PDR1557,*poḷ-,"hole; to bore, chisel",SR_HL,PA_BR,PA_CS,SR_HL,,YES
PDR1558,*pol-,"bad, mean; dirty, pollution",EM_BD,SP_DS,EM_BD,EM_BD,YES,YES
PDR1559,*poḷ-,to pare off (skin),PA_FS,PA_CU,BP_SH,BP_SH,,
PDR1560,*pol-i-,"to increase; to acquire, gain, prosper",SR_GW,PT_PF,PT_PF,MO_RI,,
PDR1561,*pom-,to embrace,MO_CA,PA_BI,EM_LO,EM_KS,,
PDR1562,*pom-,breast,BP_BW,BP_BO,BP_BW,BP_BW,YES,YES
PDR1563,*pon-,metal,PA_GO,PA_IR,PA_CM,PA_CO,,
PDR1564,*pon-,mast-wood,AV_TR,PW_WD,PW_WD,PW_WD,,
PDR1565,*Pond-,hole,SR_HL,PA_BR,SR_HL,SR_HL,YES,YES
PDR1566,*poŋ-,to swell,MO_BO,SR_GW,BP_BI,FD_BO,,
PDR1567,*Poŋ-,"to float, flow",MO_FL,MO_SA,MO_FT,MO_FT,,
PDR1568,*por-,"1 to join, unite 2 to occur",SR_JU,MO_AR,SR_JU,SR_JU,YES,YES
PDR1569,*por-,"to fry, roast",FD_RF,PW_BU,FD_RF,FD_RF,YES,YES
PDR1570,*por-,layer; scale; cataract,SR_LS,QN_PR,SP_SG,CA_VE,,
PDR1571,*por- (*-u-),roof; house,DF_RF,DF_HS,DF_RF,DF_RF,YES,YES
PDR1572,*por-[a-],to sell,PT_SL,PT_BU,PT_SL,PT_SL,YES,YES
PDR1573,*pos-,to lie (cheat),EM_LI,EM_DC,EM_LI,EM_DC,YES,
PDR1574,*pot-,"1 to bury, cover 2 bush",BP_BD,SR_CO,BP_BD,AV_DI,YES,
PDR1575,*pot-,"sapling, twig",AV_PN,AV_BN,AN_SO,AV_TR,,
PDR1576,*pot-,common; friendship,SO_CN,PT_PY,SO_CN,SO_CN,YES,YES
PDR1577,*pot-,"to pierce, perforate",PA_BR,SR_HL,FD_KN,PA_CV,,
PDR1578,*pot-,to burn,PW_BU,PW_FI,PW_BU,PW_BU,YES,YES
PDR1579,*poṭ-,blister,BP_SS,SR_GW,CA_PI,CA_OI,,
PDR1580,*poṭ-,"husks, chaff",AV_CH,FD_MF,AN_AD,CA_FL,,
PDR1581,*poṭ-,1 to burst 2 to clap,PA_BK,MO_SH,TI_MS,EM_GR,,
PDR1582,*poṭ- (*pavṭ-),belly,BP_BS,BP_WO,BP_BS,BP_BS,YES,YES
PDR1583,*poṭ- (?),bird,AN_BI,AN_AN,AN_BI,AN_BI,YES,YES
PDR1584,*poẓ-,to pour,MO_FL,PA_PO,PA_PO,PA_PO,,
PDR1585,*poẓd-,sun,PW_SU,TI_DA,PW_SU,PW_SU,YES,YES
PDR1586,*pō-,to go,MO_GO,MO_GA,MO_GO,MO_GA,YES,
PDR1587,*pōk-,"wicked, mischievous",EM_BD,SO_EN,AN_DU,RB_DM,,
PDR1588,*pōk-,ant,AN_IN,AN_AN,AN_EL,AN_IN,,YES
PDR1589,*pōl-,to resemble,SR_LS,SR_EQ,MT_SE,SR_LS,,YES
PDR1590,*pōr-,to cover,SR_CO,CA_CD,CA_VE,CA_OV,,
PDR1591,*pōr-,1 to be angry; to abuse 2 to fight,EM_AG,WH_FI,EM_AG,EM_AG,YES,YES
PDR1592,*pōr-,heap,QN_MC,SR_GW,AN_RA,PW_AS,,
PDR1593,*pōr-,to hatch eggs,AN_PV,BP_SL,BP_EG,BP_EG,,
PDR1594,*Pōr-,bull,AN_BU,AN_CB,AN_BU,AN_BU,YES,YES
PDR1595,*pōṟ-,child,MK_CH,MK_BO,AN_KI,MK_CH,,YES
PDR1596,*pōt-,male (of animals); cock,AN_MA,AN_LI,AN_MA,AN_MA,YES,YES
PDR1597,*pōt- (?),flesh,BP_FL,FD_ME,BP_FL,BP_FL,YES,YES
PDR1598,*pōẓ-,"to split, cleave",PA_SP,SR_HL,PA_SP,PA_SP,YES,YES
PDR1599,*pucn-,new,TI_NW,TI_YG,TI_NW,TI_NW,YES,YES
PDR1600,*puḍ-,"to touch, feel",SP_TV,SP_FO,SP_TV,SP_TV,YES,YES
PDR1601,*puḏ-,dove,AN_BI,AN_FI,AN_GS,AN_BI,,YES
PDR1602,*pul,small,SR_SM,QN_LF,QN_LF,QN_LF,,
PDR1603,*pùl-,tiger,AN_AN,AN_LI,AN_LN,AN_LN,,
PDR1604,*pul-,dawn; to shine,TI_DW,PW_LG,TI_DW,TI_DW,YES,YES
PDR1605,*puḷ-,sour,SP_AC,FD_VE,SP_AC,SP_AC,YES,YES
PDR1606,*puḷ-,grey,SP_LC,BP_HA,SP_CO,CA_DY,,
PDR1607,*puḷ-,bird,AN_BI,AN_AN,AN_BI,AN_BI,YES,YES
PDR1608,*puḷ-,small dry sticks,PW_WD,AV_PN,CA_LO,PA_NA,,
PDR1609,*Pul-,"brown, yellowish",SP_CO,SP_LC,SP_YL,SP_YL,,
PDR1610,*pul- (*-i-),grass,AV_GR,AV_PN,AV_GR,AV_GR,YES,YES
PDR1611,*Pul- (*-o-),"to sulk, be jealous",EM_EJ,EM_AG,EM_EJ,EM_EJ,YES,YES
PDR1612,*pUṇ-,1 to join 2 to occur,SR_JU,MO_GO,SR_JU,SR_JU,YES,YES
PDR1613,*pun-,to know,MT_KN,MT_UN,MT_KN,MT_KN,YES,YES
PDR1614,*puṇ-[d-],"boil, wound",BP_SS,BP_BO,FD_BO,FD_BO,,
PDR1615,*pUr-,"1 to preserve, protect 2 to revere; gift",PT_PR,RB_WO,PT_PR,PT_PR,YES,YES
PDR1616,*pUraḷ-,"to turn, roll over",MO_RO,MO_TU,MO_RO,MO_RO,YES,YES
PDR1617,*pur-i-,"to curl, twist",PA_PL,MO_WW,PA_RC,CA_SN,,
PDR1618,*purn-,1 bone 2 skull,BP_BN,BP_SK,BP_SK,BP_SK,,
PDR1619,*puruḍ,childbirth; pollution,BP_BM,MK_FM,MK_IN,BP_WO,,
PDR1620,*puṟ-/*peṟ- (*-ḏ-),"outside, exterior",SR_ED,SR_SD,TI_WI,DF_DG,,
PDR1621,*puS-,to take off,PA_CU,,PT_TA,MO_GA,,
PDR1622,*put-[Vr-],to vomit,BP_VO,BP_BB,BP_VO,BP_VO,YES,YES
PDR1623,*puṯ-,anthill,PW_GS,AN_AN,PW_MH,AV_AC,,
PDR1624,*puṭ-,to be born,BP_BP,SR_GW,MK_IN,BP_BP,,YES
PDR1625,*pUṭ-,short,SR_SS,SR_SM,SR_SS,TI_SL,YES,
PDR1626,*puṭ-,cloth,CA_CL,CA_CC,CA_CL,CA_CL,YES,YES
PDR1627,*puṭ-i,measure of capacity,SR_MS,QN_QN,QN_EN,QN_FU,,
PDR1628,*puẓ-,"worm, insect",AN_IN,AN_WR,AN_WR,AN_WR,,
PDR1629,*puẓuŋ-,civet cat,AN_AN,AN_FE,AN_CT,AN_CT,,
PDR1630,*pU[ǯ]-,"to twist, wrap",PA_PL,PA_BI,MO_WW,MO_WW,,
PDR1631,*pū-,flower,AV_FL,BP_FE,AV_FL,AV_FL,YES,YES
PDR1632,*pū-,"to be dry, furred (of tongue)",SP_DR,BP_SS,CA_FU,BP_TG,,
PDR1633,*pū-,spark,PW_LI,PW_FI,PW_FL,PW_FI,,
PDR1634,*pūc-,1 green 2 yellow,SP_GR,SP_YL,SP_GR,SP_YL,YES,
PDR1635,*pū[c]-,"to smear, rub",PA_RU,PA_WA,PA_RU,PA_RU,YES,YES
PDR1636,*pūṇ-,yoke,MO_YO,PA_BI,MO_YO,MO_YO,YES,YES
PDR1637,*pūnǯ-,cock,AN_CK,AN_HC,AN_CK,AN_CK,YES,YES
PDR1638,*pūr-,peacock's tail,BP_FE,AN_BI,AN_BI,BP_FE,,YES
PDR1639,*pūṟ-,anus,BP_BO,BP_BS,AN_EL,BP_ED,,
PDR1640,*pūs-,beads,CA_NC,CA_JW,CA_NC,CA_NC,YES,YES
PDR1641,*pū[-S-],a k. of tree,AV_TR,PW_TR,PW_TR,AV_TR,,YES
PDR1642,*pū[s]-,to fart,BP_FB,FD_EA,BP_FB,BP_FB,YES,YES
PDR1643,*pūẓ-,to bury,BP_BD,SR_HC,BP_BD,BP_BD,YES,YES
PDR1644,*pūẓ-,to boil,MO_BO,FD_BO,FD_BO,FD_BO,,
PDR1645,*rā- (?),to be possessed,EM_EF,MT_IM,RB_DM,RB_DM,,
PDR1646,*rēk- (?),leaf,AV_LE,AV_FL,AV_LE,AV_LE,YES,YES
PDR1647,*śab-,rotten,PT_SP,PT_DE,SP_BD,SP_DS,,
PDR1648,*saḍ-,sound,LM_VO,SP_SO,SP_SO,SP_HE,,
PDR1649,*Saḏ-,to tear,PA_TE,PA_SP,PA_TE,PA_TE,YES,YES
PDR1650,*saḏ- (?),road,MO_PA,MO_RA,MO_RA,MO_RA,,
PDR1651,*śai-,five,QN_NN,QN_QN,QN_LF,QN_TH,,
PDR1652,*sal-,to go,MO_GO,MO_FL,MO_GO,MO_GA,YES,
PDR1653,*śaḷ-,son-in-law,MK_SL,MK_BL,MK_SL,MK_SL,YES,YES
PDR1654,*Sal-,"to sprinkle, scatter",PA_SO,AV_SS,PW_RA,PA_SO,,YES
PDR1655,*Saḷ-,buttermilk,FD_CH,FD_MS,FD_BT,FD_BT,,
PDR1656,*sal- (?),to stand,SR_ST,MO_RI,WH_SU,SR_ST,,YES
PDR1657,*sam-,"to kill, destroy",BP_KI,PT_DE,BP_KI,PT_DE,YES,
PDR1658,*Samb-,fish,AN_FI,AN_AN,AN_FI,AN_FI,YES,YES
PDR1659,*samVṭ- (?),"hammer, sledge-hammer",PA_HA,PA_TO,PA_HA,PA_HA,YES,YES
PDR1660,*saṇpag-,campaka tree and its flower,AV_FL,AV_TR,AV_FL,AV_FL,YES,YES
PDR1661,*śaŋk-,armpit; to tickle,BP_AR,BP_BO,CA_BR,BP_EL,,
PDR1662,*saŋk- (?),neck,BP_NK,BP_TR,BP_NK,BP_NK,YES,YES
PDR1663,*sap-,tasteless,SP_SA,EM_BD,SP_TO,SP_TJ,,
PDR1664,*sap-,1 to chew 2 to suck,BP_BI,FD_SU,FD_SU,FD_SU,,
PDR1665,*śàrac-,snake,AN_SK,AN_AN,AN_SK,AN_SK,YES,YES
PDR1666,*sarak-,"articles, goods",PT_PY,PT_TR,PT_PF,PT_SS,,
PDR1667,*saṟ-,neck,BP_NK,BP_BA,BP_NK,BP_NK,YES,YES
PDR1668,*sas-,"straight, right, correct",SR_SG,EM_GD,SR_SG,SR_SG,YES,YES
PDR1669,*Saṭ-,"shoulder, shoulder-blade; wing",BP_SD,BP_WI,BP_WI,BP_SD,,YES
PDR1670,*saṭuv-,ladle,FD_SP,FD_PO,FD_ML,FD_SP,,YES
PDR1671,*śav-,1 to pound (rice) 2 mortar,PA_SH,FD_GR,PA_MO,PA_MO,,
PDR1672,*sav-,ready,TI_RE,EM_GD,TI_RE,TI_RE,YES,YES
PDR1673,*Sav-,taste,SP_TO,SP_ST,SP_TO,SP_TJ,YES,
PDR1674,*Sav- (?),"flesh, meat",FD_ME,BP_FL,FD_ME,FD_ME,YES,YES
PDR1675,*Savar-,"to rub in, apply oil",PA_RU,FD_OI,PA_RU,PA_RU,YES,YES
PDR1676,*saẓ- (?),breast,BP_UA,BP_BW,BP_BW,BP_BW,,
PDR1677,*saẓap-,cowdung,AN_CB,FD_ME,AN_CO,AN_CO,,
PDR1678,*śāḏ-,six,QN_NN,QN_QN,QN_EN,QN_TH,,
PDR1679,*sāj-,to leave; to cease,SR_LE,SR_RM,TI_CE,MO_GA,,
PDR1680,*sāj- (*c-),"beauty, light",SP_BR,EM_BF,EM_BF,SP_SH,,
PDR1681,*śāk-,hunger,FD_HU,BP_SS,FD_HU,FD_HU,YES,YES
PDR1682,*sāl,furrow,AV_FU,SR_LN,AV_FU,AV_FU,YES,YES
PDR1683,*sāl-,to be able; sufficient,PA_US,MT_IR,QN_EN,EM_DE,,
PDR1684,*sānḍ-,menstrual discharge; semen,,BP_TS,BP_SI,BP_BW,,
PDR1685,*sā(ŋ)k-,"to rear, bring up",,PA_WV,MO_AR,MO_RL,,
PDR1686,*sār- (?),"to be left over, in excess",SR_RL,MO_FA,PT_SP,QN_FU,,
PDR1687,*sār-i,"time, turn",TI_TI,QN_NN,TI_CW,TI_NO,,
PDR1688,*śārp-,thorn,AV_PN,PW_SR,WH_SP,WH_SW,,
PDR1689,*sā̆ṟŋ-,sāl tree,AV_TR,PW_WF,AV_TR,AV_TR,YES,YES
PDR1690,*seḍ-,"rotten, stinking",SP_BD,SP_VO,SP_BD,SP_BD,YES,YES
PDR1691,*Sei(p)-,1 broom 2 to sweep,PA_SW,PA_BM,PA_BM,PA_SW,,YES
PDR1692,*Sek- (?),near,SR_NE,SR_DP,SR_NE,SR_NE,YES,YES
PDR1693,*sel- (*c-),"to split, crack",PA_SP,PA_CU,PA_SP,PA_TE,YES,
PDR1694,*Sen-,"to smell, stink",SP_VO,SP_BD,SP_BD,SP_BD,,
PDR1695,*Send-,cloth,CA_CL,CA_FL,CA_CL,CA_CL,YES,YES
PDR1696,*śeṟn-,"ear (of corn, paddy)",AV_CH,AV_RI,BP_EA,AV_GG,,
PDR1697,*śēd-,porcupine,AN_IN,AN_AN,AN_SW,AN_BU,,
PDR1698,*sēn-,frost,PW_IC,PW_WE,PW_IC,PW_IC,YES,YES
PDR1699,*sēn- (?),many,QN_MM,QN_EA,QN_MM,QN_MM,YES,YES
PDR1700,*Sēnd-,"to draw out, remove",PA_DP,MO_CA,BP_SH,PA_DP,,YES
PDR1701,*śē(ŋ)k-,to breathe heavily; asthma,BP_BB,BP_TR,BP_BB,BP_BB,YES,YES
PDR1702,*śēr-,plough,AV_PL,PA_TO,AV_PL,AV_PL,YES,YES
PDR1703,*sēr-,"1 to join, unite 2 to go",SR_JU,MO_GO,SR_JU,SO_ME,YES,
PDR1704,*śēr- (*-ḏ-),husband's brother's wife,MK_SW,MK_RE,MK_BL,MK_BL,,
PDR1705,*sēr- (?),"neck, shoulder",BP_NK,BP_SD,BP_NK,BP_NK,YES,YES
PDR1706,*śig-,"1 to sprout, shoot 2 young leaf",AV_SS,AV_LE,AV_LE,AV_SS,,YES
PDR1707,*sigg-,shame,EM_SH,EM_AG,EM_SH,EM_SH,YES,YES
PDR1708,*śil-,not to be,BP_DD,MT_UN,TI_NV,TI_CE,,
PDR1709,*Sil-,to peel off,PA_FS,PA_CU,BP_SH,PA_FS,,YES
PDR1710,*Siḷ-p-,chip of wood,PW_WD,AV_BN,PW_WD,PW_WD,YES,YES
PDR1711,*śim-,"to wink, eyelid",BP_EY,SP_SH,EM_LS,BP_YG,,
PDR1712,*sint-,tamarind tree,FD_FR,AV_TR,AV_TR,AV_TR,,
PDR1713,*śip-,shell,AN_FI,PW_SR,AN_PI,FD_DI,,
PDR1714,*śir-,1 black 2 charcoal 3 night,SP_BK,TI_NG,TI_NG,TI_NG,,
PDR1715,*siv-aŋ-,a k. of predator,AN_LN,AN_AN,AN_SK,AN_LN,,YES
PDR1716,*siẓ- (?),"yellow, saffron",SP_YL,FD_VE,SP_YL,SP_YL,YES,YES
PDR1717,*sī-,a k. of small tree or shrub with nuts,AV_TR,FD_VE,AV_TR,AV_TR,YES,YES
PDR1718,*śī-,to give,PT_GI,SO_HA,PT_GI,PT_GI,YES,YES
PDR1719,*sīk- (??),green,SP_GR,TI_YG,SP_GR,SP_GR,YES,YES
PDR1720,*sīp-,upper belly,BP_FC,BP_BS,BP_BS,BP_NV,,
PDR1721,*śīr-,a k. of rat,AN_MO,AN_AN,AN_MO,AN_MO,YES,YES
PDR1722,*śīr,nit,AN_IN,BP_HA,TI_NG,CA_CB,,
PDR1723,*sīr- (*ś-),root,AV_RO,AV_PN,AV_RO,AV_RO,YES,YES
PDR1724,*Sīr-[ēk-],chironji tree,AV_TR,FD_NT,PW_TR,AV_TR,,YES
PDR1725,*sjēr[_]-,handful,BP_HN,QN_QN,QN_LF,QN_LF,,
PDR1726,*sog-,beauty,EM_BF,SP_BR,EM_BF,EM_BF,YES,YES
PDR1727,*śoj-,porcupine,AN_IN,AN_AN,AN_SW,AN_HN,,
PDR1728,*s(́)ojd-,ant,AN_IN,AN_AN,AN_EL,AN_IN,,YES
PDR1729,*so-k-,to climb,MO_RI,MO_GO,MO_RL,MO_RI,,YES
PDR1730,*śol-,fireplace,DF_FP,PA_TO,DF_FP,DF_FP,YES,YES
PDR1731,*Sol-,mouth (pointed),BP_MO,AN_BI,BP_MO,BP_MO,YES,YES
PDR1732,*sol-,"to peel, strip (bark)",PA_CU,PA_TE,PA_RU,PA_CU,,YES
PDR1733,*Soṭ-,"defect, fault",EM_FA,EM_ME,EM_FA,PA_BK,YES,
PDR1734,*śovar,salt,FD_SL,SP_SA,FD_SL,FD_SL,YES,YES
PDR1735,*śō-,to get out; to drive away,MO_GO,MO_RI,MO_FE,MO_GA,,
PDR1736,*sōk-,to be possessed; devil,RB_DM,RB_GP,RB_DE,PT_SG,,
PDR1737,*sōl-,"loose, slack; to faint",SR_RL,BP_WE,BP_YG,PA_SO,,
PDR1738,*sōn-,"rain, drizzle, rainclouds",PW_RA,PW_MI,PW_RA,PW_RA,YES,YES
PDR1739,*sōr-,mountain,PW_MH,PW_PF,PW_MH,PW_MH,YES,YES
PDR1740,*Suj-,breath,BP_BB,BP_LL,BP_BB,BP_BB,YES,YES
PDR1741,*śup-,salt,FD_SL,SP_SA,FD_SL,FD_SL,YES,YES
PDR1742,*suṟ-,whirlwind,PW_WI,PW_AI,PW_WI,PW_WI,YES,YES
PDR1743,*sut-,hammer,PA_HA,PA_TO,PA_HA,PA_HA,YES,YES
PDR1744,*śut-[Vk]-,to wash,PA_WA,PA_MA,PA_WA,PA_WA,YES,YES
PDR1745,*sūḏ-,stale,FD_FD,SP_BD,TI_OL,TI_OL,,
PDR1746,*sūṟ-ai (*-ḏ-),"plunder, robbery",PT_RR,WH_BS,PT_RR,PT_RR,YES,YES
PDR1747,*sūṭ-,to show; to point at,SP_SW,MT_IN,SP_SW,SP_SW,YES,YES
PDR1748,*sū̆ṭ-,"intelligent, methodical",MT_IR,MT_WI,MT_IR,MT_WI,YES,
PDR1749,*ta-,to bring; to give to 1st/2nd p.,MO_BG,MO_LE,PT_GI,MO_BG,,YES
PDR1750,*tabb-,to grope,SP_TV,SP_FO,TI_SP,EM_DE,,
PDR1751,*taḍap-,"strip of cloth, waistcloth",CA_CC,CA_CL,CA_CL,CA_CL,,
